,station,date,tmax,tmin,tavg,dewpoint,wetbulb,codesum,preciptotal,year,month,week,humidity
679,2,2008-10-03,59,49,54.0,43,49,RA,0.01,2008,10,40,66.23707095046817
680,1,2008-10-04,61,38,50.0,38,45, ,0.0,2008,10,40,63.2282577927222
681,2,2008-10-04,60,42,51.0,39,46, ,0.0,2008,10,40,63.356719744112056
682,1,2008-10-05,61,41,51.0,43,48,RA,0.06,2008,10,40,73.96703003763615
683,2,2008-10-05,61,46,54.0,41,49,RA,0.03,2008,10,40,61.32375039179685
684,1,2008-10-06,69,54,62.0,47,54, ,0.0,2008,10,41,57.853595808149635
685,2,2008-10-06,70,56,63.0,46,54, ,0.0,2008,10,41,53.77999626270204
686,1,2008-10-07,63,56,60.0,52,56,RA BR,0.8,2008,10,41,74.8321153850704
687,2,2008-10-07,65,56,61.0,52,56,RA DZ BR,0.86,2008,10,41,72.21911321893865
688,1,2008-10-08,64,50,57.0,51,54,RA BR,0.19,2008,10,41,80.3057586215734
689,2,2008-10-08,63,52,58.0,52,55,RA BR,0.29,2008,10,41,80.38207937927257
690,1,2008-10-09,69,47,58.0,38,49, ,0.0,2008,10,41,47.19571875573779
691,2,2008-10-09,69,48,59.0,39,49, ,0.0,2008,10,41,47.35154704688062
692,1,2008-10-10,72,42,57.0,42,50, ,0.0,2008,10,41,57.15918089979204
693,2,2008-10-10,73,46,60.0,41,51, ,0.0,2008,10,41,49.386134954990304
694,1,2008-10-11,79,51,65.0,50,57, ,0.0,2008,10,41,58.263404009012845
695,2,2008-10-11,80,55,68.0,50,57, ,0.0,2008,10,41,52.51165450423614
696,1,2008-10-12,84,57,71.0,56,61,BR,0.0,2008,10,41,59.06790251386605
697,2,2008-10-12,86,62,74.0,54,62, ,0.0,2008,10,41,49.62759761861734
698,1,2008-10-13,77,61,69.0,58,63, ,0.0,2008,10,42,67.97421871424493
699,2,2008-10-13,79,64,72.0,57,63, ,0.0,2008,10,42,59.200051291818134
700,1,2008-10-14,69,53,61.0,43,51,RA,0.005,2008,10,42,51.480360585912535
701,2,2008-10-14,70,55,63.0,43,52, ,0.005,2008,10,42,47.96972029596404
702,1,2008-10-15,63,47,55.0,50,53,RA BR,0.3,2008,10,42,83.19617868528599
703,2,2008-10-15,64,50,57.0,51,54,RA BR,0.24,2008,10,42,80.3057586215734
704,1,2008-10-16,59,43,51.0,38,44, ,0.0,2008,10,42,60.92452053907438
705,2,2008-10-16,59,44,52.0,39,45, ,0.0,2008,10,42,61.058190785103065
706,1,2008-10-17,57,43,50.0,39,44, ,0.0,2008,10,42,65.75242568076895
707,2,2008-10-17,56,44,50.0,40,46, ,0.005,2008,10,42,68.36536838876128
708,1,2008-10-18,60,43,52.0,40,45,RA BR,0.05,2008,10,42,63.48458878826907
709,2,2008-10-18,60,46,53.0,41,47,RA BR,0.14,2008,10,42,63.61186782925381
710,1,2008-10-19,62,40,51.0,37,45, ,0.0,2008,10,42,58.575345146391214
711,2,2008-10-19,62,44,53.0,37,46, ,0.0,2008,10,42,54.411066100116514
712,1,2008-10-20,55,43,49.0,42,46,RA BR,0.18,2008,10,43,76.67403248521762
713,2,2008-10-20,56,44,50.0,43,47,RA BR,0.31,2008,10,43,76.76394335154728
714,1,2008-10-21,55,38,47.0,35,42, ,0.0,2008,10,43,62.83928533439729
715,2,2008-10-21,55,39,47.0,37,43, ,0.0,2008,10,43,68.01707483049658
716,1,2008-10-22,52,35,44.0,30,40, ,0.0,2008,10,43,57.58630607244758
717,2,2008-10-22,54,40,47.0,29,40, ,0.0,2008,10,43,49.337280435516185
718,1,2008-10-23,58,41,50.0,36,44,RA,0.16,2008,10,43,58.43586370505914
719,2,2008-10-23,60,40,50.0,34,43,RA,0.09,2008,10,43,53.96805096116989
720,1,2008-10-24,54,44,49.0,44,47,TSRA RA BR,0.32,2008,10,43,82.78885643164726
721,2,2008-10-24,56,45,51.0,44,47,RA BR,0.63,2008,10,43,76.85336482983688
722,1,2008-10-25,53,43,48.0,40,44,RA DZ BR,0.005,2008,10,43,73.66941748621115
723,2,2008-10-25,53,43,48.0,41,45, ,0.005,2008,10,43,76.5836289292619
724,1,2008-10-26,56,37,47.0,32,41,RA,0.005,2008,10,43,55.726626944743195
725,2,2008-10-26,56,36,46.0,34,41,RA SN,0.01,2008,10,43,62.70842255443885
726,1,2008-10-27,47,33,40.0,27,35, ,0.005,2008,10,44,59.41414120922067
727,2,2008-10-27,47,34,41.0,28,35,RA SN,0.005,2008,10,44,59.55452861822658
728,1,2008-10-28,45,31,38.0,23,33, ,0.0,2008,10,44,54.38603340859517
729,2,2008-10-28,45,32,39.0,23,33, ,0.0,2008,10,44,52.298209610965074
730,1,2008-10-29,51,32,42.0,24,34, ,0.0,2008,10,44,48.545402649206295
731,2,2008-10-29,51,33,42.0,25,35, ,0.0,2008,10,44,50.61410769880682
732,1,2008-10-30,62,31,47.0,32,41, ,0.0,2008,10,44,55.726626944743195
733,2,2008-10-30,63,34,49.0,31,41, ,0.0,2008,10,44,49.650097240354924
734,1,2008-10-31,70,48,59.0,46,51, ,0.0,2008,10,44,61.97738545522772
735,2,2008-10-31,71,49,60.0,46,51,HZ,0.0,2008,10,44,59.80411012425675
736,1,2009-05-01,60,46,53.0,40,47,RA,0.02,2009,5,18,61.191266511012884
737,2,2009-05-01,62,48,55.0,42,48,RA,0.04,2009,5,18,61.455645098499886
738,1,2009-05-02,66,44,55.0,33,45, ,0.0,2009,5,18,43.137085499910384
739,2,2009-05-02,65,45,55.0,34,46, ,0.0,2009,5,18,44.8993561106211
740,1,2009-05-03,70,43,57.0,34,47, ,0.0,2009,5,18,41.76036902871628
741,2,2009-05-03,70,45,58.0,35,48, ,0.0,2009,5,18,41.9216750537657
742,1,2009-05-04,70,43,57.0,34,47, ,0.0,2009,5,19,41.76036902871628
743,2,2009-05-04,70,49,60.0,36,48, ,0.0,2009,5,19,40.60688188071652
744,1,2009-05-05,71,49,60.0,40,50, ,0.0,2009,5,19,47.50686073377498
745,2,2009-05-05,70,54,62.0,41,51, ,0.0,2009,5,19,46.004384039886375
746,1,2009-05-06,75,51,63.0,51,55,RA BR,0.67,2009,5,19,64.85284088269587
747,2,2009-05-06,75,56,66.0,51,56,RA BR,0.86,2009,5,19,58.39887964098753
748,1,2009-05-07,77,56,67.0,52,57,RA BR HZ,0.19,2009,5,19,58.53379534850804
749,2,2009-05-07,77,56,67.0,53,58,RA BR HZ,0.03,2009,5,19,60.72752109564434
750,1,2009-05-08,77,53,65.0,53,58,TSRA RA,0.02,2009,5,19,65.0942414787659
751,2,2009-05-08,74,57,66.0,55,59,BR HZ,0.01,2009,5,19,67.63664253243361
752,1,2009-05-09,63,46,55.0,44,48, ,0.005,2009,5,19,66.35678878575852
753,2,2009-05-09,64,45,55.0,44,49, ,0.0,2009,5,19,66.35678878575852
754,1,2009-05-10,67,40,54.0,39,46, ,0.0,2009,5,19,56.735596099294085
755,2,2009-05-10,67,43,55.0,40,47,RA,0.02,2009,5,19,56.877374043567855
756,1,2009-05-11,61,39,50.0,35,44, ,0.0,2009,5,20,56.1626043057132
757,2,2009-05-11,61,40,51.0,34,44, ,0.0,2009,5,20,52.001711640014
758,1,2009-05-12,71,39,55.0,34,47, ,0.0,2009,5,20,44.8993561106211
759,2,2009-05-12,72,44,58.0,32,47, ,0.0,2009,5,20,37.17664092117185
760,1,2009-05-13,70,53,62.0,56,58,TSRA RA BR,0.55,2009,5,20,80.6831624196819
761,2,2009-05-13,71,54,63.0,58,60,TSRA RA DZ BR,1.03,2009,5,20,83.71793757023292
762,1,2009-05-14,68,53,61.0,44,52, ,0.0,2009,5,20,53.489222585624475
763,2,2009-05-14,69,55,62.0,44,53, ,0.005,2009,5,20,51.629312036145016
764,1,2009-05-15,61,52,57.0,51,54,RA BR,0.39,2009,5,20,80.3057586215734
765,2,2009-05-15,63,55,59.0,52,55,TSRA RA BR,0.7,2009,5,20,77.55150691172038
766,1,2009-05-16,62,45,54.0,40,49,BR,0.0,2009,5,20,58.99021804785905
767,2,2009-05-16,62,47,55.0,41,50,DZ BR,0.04,2009,5,20,59.1273266011467
768,1,2009-05-17,63,39,51.0,27,42, ,0.0,2009,5,20,39.1387442315929
769,2,2009-05-17,59,41,50.0,28,42, ,0.0,2009,5,20,42.32526204728193
770,1,2009-05-18,66,40,53.0,33,45, ,0.005,2009,5,21,46.408839010595536
771,2,2009-05-18,67,45,56.0,30,45, ,0.005,2009,5,21,36.84958888644253
772,1,2009-05-19,80,52,66.0,44,55, ,0.0,2009,5,21,44.881504027025485
773,2,2009-05-19,80,54,67.0,43,54, ,0.0,2009,5,21,41.72497773363671
774,1,2009-05-20,84,61,73.0,44,57, ,0.0,2009,5,21,35.32318215305072
775,2,2009-05-20,85,61,73.0,43,57, ,0.005,2009,5,21,33.99657101708635
776,1,2009-05-21,84,60,72.0,49,59, ,0.0,2009,5,21,44.13262654104418
777,2,2009-05-21,85,60,73.0,48,59, ,0.0,2009,5,21,41.09857475841559
778,1,2009-05-22,69,53,61.0,46,53, ,0.0,2009,5,21,57.71585872986358
779,2,2009-05-22,70,56,63.0,47,54, ,0.0,2009,5,21,55.85035151680261
780,1,2009-05-23,80,50,65.0,50,57, ,0.0,2009,5,21,58.263404009012845
781,2,2009-05-23,79,55,67.0,51,58, ,0.005,2009,5,21,56.41023806472434
782,1,2009-05-24,71,55,63.0,46,53, ,0.0,2009,5,21,53.77999626270204
783,2,2009-05-24,70,56,63.0,47,54, ,0.0,2009,5,21,55.85035151680261
784,1,2009-05-25,67,54,61.0,43,51,RA DZ,0.04,2009,5,22,51.480360585912535
785,2,2009-05-25,64,56,60.0,46,53,RA DZ,0.08,2009,5,22,59.80411012425675
786,1,2009-05-26,74,53,64.0,51,55,TSRA RA BR,1.73,2009,5,22,62.61662312402425
787,2,2009-05-26,76,56,66.0,54,58,TSRA RA BR,1.38,2009,5,22,65.21411080812129
788,1,2009-05-27,73,55,64.0,58,60,DZ BR HZ,0.02,2009,5,22,80.83122457253185
789,2,2009-05-27,75,58,67.0,60,63,DZ BR HZ,0.005,2009,5,22,78.22015326882769
790,1,2009-05-28,62,54,58.0,51,54, ,0.0,2009,5,22,77.46588457018464
791,2,2009-05-28,64,55,60.0,51,54, ,0.0,2009,5,22,72.11726864156499
792,1,2009-05-29,74,50,62.0,49,55, ,0.005,2009,5,22,62.362634612270064
793,2,2009-05-29,77,55,66.0,49,55, ,0.0,2009,5,22,54.212011086396494
794,1,2009-05-30,79,50,65.0,46,54,RA,0.005,2009,5,22,50.14258417997887
795,2,2009-05-30,79,53,66.0,46,55, ,0.005,2009,5,22,48.42797148268488
796,1,2009-05-31,73,45,59.0,41,50, ,0.0,2009,5,22,51.180822118910676
797,2,2009-05-31,72,49,61.0,43,52, ,0.0,2009,5,22,51.480360585912535
798,1,2009-06-01,78,51,65.0,53,57,TSRA RA,0.44,2009,6,23,65.0942414787659
799,2,2009-06-01,80,52,66.0,54,58,TSRA RA,0.83,2009,6,23,65.21411080812129
800,1,2009-06-02,60,48,54.0,46,50,RA BR,0.12,2009,6,23,74.2599582859819
801,2,2009-06-02,61,50,56.0,47,51,RA BR,0.06,2009,6,23,71.70467055718281
802,1,2009-06-03,61,43,52.0,39,46, ,0.0,2009,6,23,61.058190785103065
803,2,2009-06-03,61,47,54.0,40,48, ,0.0,2009,6,23,58.99021804785905
804,1,2009-06-04,68,42,55.0,37,48, ,0.0,2009,6,23,50.5751675874962
805,2,2009-06-04,68,47,58.0,38,49, ,0.0,2009,6,23,47.19571875573779
806,1,2009-06-05,79,44,62.0,44,54, ,0.0,2009,6,23,51.629312036145016
807,2,2009-06-05,80,47,64.0,43,54, ,0.0,2009,6,23,46.31565643470044
808,1,2009-06-06,63,51,57.0,45,50, ,0.02,2009,6,23,64.11514175131302
809,2,2009-06-06,66,55,61.0,48,53,RA,0.005,2009,6,23,62.234789710613825
810,1,2009-06-07,73,52,63.0,53,57,BR,0.04,2009,6,23,69.81626736440232
811,2,2009-06-07,74,56,65.0,54,59,RA BR,0.005,2009,6,23,67.52304382783947
812,1,2009-06-08,80,52,66.0,60,63,TSRA RA BR,0.45,2009,6,24,80.97766421415629
813,2,2009-06-08,82,55,69.0,61,65,TSRA RA BR HZ,0.3,2009,6,24,75.65738210974907
814,1,2009-06-09,67,55,61.0,53,56,DZ BR,0.005,2009,6,24,74.92573641260748
815,2,2009-06-09,67,56,62.0,53,56,DZ BR HZ,0.005,2009,6,24,72.32044209638802
816,1,2009-06-10,67,54,61.0,49,53,RA,0.01,2009,6,24,64.60920574472077
817,2,2009-06-10,67,55,61.0,50,55,RA,0.04,2009,6,24,67.06320485667815
818,1,2009-06-11,64,53,59.0,51,54,RA HZ,0.01,2009,6,24,74.73800291133466
819,2,2009-06-11,60,53,57.0,53,54,RA BR HZ,1.14,2009,6,24,86.4518537432475
820,1,2009-06-12,74,49,62.0,49,55,RA,0.005,2009,6,24,62.362634612270064
821,2,2009-06-12,72,50,61.0,49,55, ,0.005,2009,6,24,64.60920574472077
822,1,2009-06-13,68,54,61.0,51,55,RA BR,0.33,2009,6,24,69.59906401503227
823,2,2009-06-13,66,56,61.0,52,55,RA,0.31,2009,6,24,72.21911321893865
824,1,2009-06-14,77,51,64.0,48,57, ,0.0,2009,6,24,55.99116062352123
825,2,2009-06-14,76,54,65.0,50,57, ,0.0,2009,6,24,58.263404009012845
826,1,2009-06-15,81,53,67.0,49,58, ,0.0,2009,6,25,52.36594383575726
827,2,2009-06-15,81,57,69.0,49,58,HZ,0.0,2009,6,25,48.88163366835733
828,1,2009-06-16,71,59,65.0,55,60,RA BR,1.23,2009,6,25,70.0313463066751
829,2,2009-06-16,71,64,68.0,57,61,RA BR,1.07,2009,6,25,67.862227088827
830,1,2009-06-17,71,61,66.0,59,62,BR HZ,0.0,2009,6,25,78.13813236389119
831,2,2009-06-17,73,63,68.0,60,63,BR HZ,0.0,2009,6,25,75.56758222782685
832,1,2009-06-18,80,61,71.0,63,67,RA BR,0.12,2009,6,25,75.83559235050328
833,2,2009-06-18,81,63,72.0,64,67,TSRA BR HZ,0.11,2009,6,25,75.92400854975992
834,1,2009-06-19,86,65,76.0,67,69,TS TSRA BR,3.97,2009,6,25,73.68660279143874
835,2,2009-06-19,88,66,77.0,68,70,TS TSRA RA BR,0.87,2009,6,25,73.78055835142726
836,1,2009-06-20,87,68,78.0,65,70, ,0.0,2009,6,25,64.33267984899061
837,2,2009-06-20,88,69,79.0,65,70, ,0.0,2009,6,25,62.247329201951004
838,1,2009-06-21,84,70,77.0,63,68, ,0.01,2009,6,25,61.99943468829765
839,2,2009-06-21,86,71,79.0,64,69,RA,0.005,2009,6,25,60.109903291890774
840,1,2009-06-22,89,68,79.0,67,71,TSRA RA,0.09,2009,6,26,66.72333408930567
841,2,2009-06-22,89,70,80.0,67,71,TSRA,0.06,2009,6,26,64.56924007445551
842,1,2009-06-23,94,71,83.0,69,73, ,0.0,2009,6,26,62.73678159623106
843,2,2009-06-23,92,75,84.0,68,73, ,0.0,2009,6,26,58.69240620448946
844,1,2009-06-24,94,75,85.0,68,73,TSRA,0.04,2009,6,26,56.83537841210457
845,2,2009-06-24,93,73,83.0,68,73,BR,0.78,2009,6,26,60.6180759215565
846,1,2009-06-25,94,75,85.0,69,73, ,0.005,2009,6,26,58.82187232391776
847,2,2009-06-25,93,76,85.0,68,73, ,0.0,2009,6,26,56.83537841210457
848,1,2009-06-26,86,69,78.0,60,72, ,0.0,2009,6,26,53.939550444765224
849,2,2009-06-26,86,72,79.0,61,67, ,0.0,2009,6,26,54.07945083337518
850,1,2009-06-27,89,62,76.0,61,67,TS RA,0.3,2009,6,26,59.72319979400966
851,2,2009-06-27,90,67,79.0,60,67,RA,0.05,2009,6,26,52.19109419072684
852,1,2009-06-28,83,66,75.0,53,62, ,0.0,2009,6,26,46.26619477407348
853,2,2009-06-28,83,68,76.0,53,62, ,0.0,2009,6,26,44.74804725483461
854,1,2009-06-29,77,63,70.0,54,61, ,0.0,2009,6,27,56.82433111207962
855,2,2009-06-29,78,65,72.0,54,61, ,0.0,2009,6,27,53.08915754692025
856,1,2009-06-30,66,59,63.0,53,57, ,0.0,2009,6,27,69.81626736440232
857,2,2009-06-30,68,61,65.0,53,58, ,0.0,2009,6,27,65.0942414787659
858,1,2009-07-01,65,57,61.0,52,56,RA DZ,0.005,2009,7,27,72.21911321893865
859,2,2009-07-01,65,57,61.0,54,57,RA DZ BR,0.02,2009,7,27,77.72137240852535
860,1,2009-07-02,73,59,66.0,54,60, ,0.0,2009,7,27,65.21411080812129
861,2,2009-07-02,73,60,67.0,55,60, ,0.0,2009,7,27,65.33342986387333
862,1,2009-07-03,79,63,71.0,56,62, ,0.0,2009,7,27,59.06790251386605
863,2,2009-07-03,79,62,71.0,56,62, ,0.0,2009,7,27,59.06790251386605
864,1,2009-07-04,69,59,64.0,58,61,RA BR FU,0.2,2009,7,27,80.83122457253185
865,2,2009-07-04,69,63,66.0,58,62,RA BR,0.12,2009,7,27,75.38657818859312
866,1,2009-07-05,81,57,69.0,58,63,RA BR HZ,0.05,2009,7,27,67.97421871424493
867,2,2009-07-05,82,61,72.0,59,64,BR HZ,0.03,2009,7,27,63.61027648899768
868,1,2009-07-06,86,60,73.0,54,62, ,0.0,2009,7,28,51.325595364126016
869,2,2009-07-06,85,63,74.0,54,63, ,0.0,2009,7,28,49.62759761861734
870,1,2009-07-07,77,59,68.0,54,60,RA,0.005,2009,7,28,60.85718486364794
871,2,2009-07-07,76,65,71.0,55,61, ,0.0,2009,7,28,56.9612635165424
872,1,2009-07-08,65,61,63.0,56,59,RA,0.06,2009,7,28,77.88941931232117
873,2,2009-07-08,68,62,65.0,55,59,RA,0.17,2009,7,28,70.0313463066751
874,1,2009-07-09,79,59,69.0,57,63, ,0.0,2009,7,28,65.5704282115032
875,2,2009-07-09,80,63,72.0,58,64, ,0.0,2009,7,28,61.37030585532472
876,1,2009-07-10,82,63,73.0,64,67,RA BR,0.08,2009,7,28,73.4018982652604
877,2,2009-07-10,84,67,76.0,65,68,RA BR HZ,0.12,2009,7,28,68.74348058795903
878,1,2009-07-11,85,63,74.0,59,65,TSRA BR HZ,0.25,2009,7,28,59.462710501950724
879,2,2009-07-11,85,68,77.0,60,67,TSRA BR,1.12,2009,7,28,55.754184100364554
880,1,2009-07-12,82,58,70.0,51,60, ,0.0,2009,7,28,50.88587779810227
881,2,2009-07-12,82,60,71.0,50,60, ,0.0,2009,7,28,47.38959457661924
882,1,2009-07-13,79,61,70.0,46,57, ,0.0,2009,7,29,42.19772458011855
883,2,2009-07-13,78,66,72.0,48,59, ,0.0,2009,7,29,42.51073357891207
884,1,2009-07-14,80,55,68.0,51,59, ,0.0,2009,7,29,54.497276281177406
885,2,2009-07-14,81,60,71.0,49,60, ,0.0,2009,7,29,45.655498759761414
886,1,2009-07-15,85,65,75.0,62,67,BR,0.68,2009,7,29,63.97388267125127
887,2,2009-07-15,86,67,77.0,62,67,TSRA RA BR,0.32,2009,7,29,59.85263617264551
888,1,2009-07-16,80,64,72.0,56,62, ,0.005,2009,7,29,57.09764985646776
889,2,2009-07-16,82,65,74.0,57,63, ,0.17,2009,7,29,55.34004418727664
890,1,2009-07-17,70,57,64.0,51,56, ,0.0,2009,7,29,62.61662312402425
891,2,2009-07-17,70,58,64.0,52,57,RA,0.005,2009,7,29,64.97381909913064
892,1,2009-07-18,72,57,65.0,52,57, ,0.0,2009,7,29,62.7427719811493
893,2,2009-07-18,73,58,66.0,52,58, ,0.0,2009,7,29,60.59729912087231
894,1,2009-07-19,71,57,64.0,52,58, ,0.0,2009,7,29,64.97381909913064
895,2,2009-07-19,73,60,67.0,53,59, ,0.0,2009,7,29,60.72752109564434
896,1,2009-07-20,76,55,66.0,55,60, ,0.0,2009,7,30,67.63664253243361
897,2,2009-07-20,76,59,68.0,56,61, ,0.0,2009,7,30,65.4522014127624
898,1,2009-07-21,80,58,69.0,57,62,RA DZ,0.04,2009,7,30,65.5704282115032
899,2,2009-07-21,82,64,73.0,56,63, ,0.0,2009,7,30,55.200930061577466
900,1,2009-07-22,78,63,71.0,61,64,BR HZ,0.005,2009,7,30,70.66407678830186
901,2,2009-07-22,79,66,73.0,59,64,BR HZ,0.0,2009,7,30,61.497214552500836
902,1,2009-07-23,82,62,72.0,58,63,TS BR HZ,0.0,2009,7,30,61.37030585532472
903,2,2009-07-23,79,63,71.0,60,64,BR HZ,0.1,2009,7,30,68.19661499378506
904,1,2009-07-24,83,61,72.0,59,64,TSRA RA,0.14,2009,7,30,63.61027648899768
905,2,2009-07-24,83,62,73.0,60,65,TSRA RA,0.19,2009,7,30,63.73201712765311
906,1,2009-07-25,81,66,74.0,58,64, ,0.0,2009,7,30,57.36879214984288
907,2,2009-07-25,81,66,74.0,59,65, ,0.005,2009,7,30,59.462710501950724
908,1,2009-07-26,82,63,73.0,58,64,RA,0.005,2009,7,30,59.331653227294
909,2,2009-07-26,82,64,73.0,59,65, ,0.0,2009,7,30,61.497214552500836
910,1,2009-07-27,84,64,74.0,61,66,RA,0.02,2009,7,31,63.85321833711421
911,2,2009-07-27,84,66,75.0,61,67,RA,0.03,2009,7,31,61.74940279437605
912,1,2009-07-28,84,66,75.0,60,66,RA,0.01,2009,7,31,59.593225297204334
913,2,2009-07-28,86,68,77.0,62,67, ,0.01,2009,7,31,59.85263617264551
914,1,2009-07-29,81,62,72.0,51,59, ,0.0,2009,7,31,47.54105029425511
915,2,2009-07-29,79,66,73.0,52,61, ,0.0,2009,7,31,47.6920165941982
916,1,2009-07-30,79,59,69.0,57,62, ,0.005,2009,7,31,65.5704282115032
917,2,2009-07-30,80,65,73.0,57,63, ,0.005,2009,7,31,57.23349208270923
918,1,2009-07-31,81,58,70.0,54,61, ,0.0,2009,7,31,56.82433111207962
919,2,2009-07-31,82,62,72.0,55,62, ,0.0,2009,7,31,55.06127932824511
920,1,2009-08-01,75,61,68.0,59,62,RA,0.005,2009,8,31,72.91775824653783
921,2,2009-08-01,75,63,69.0,59,63, ,0.01,2009,8,31,70.4552272678883
922,1,2009-08-02,78,57,68.0,51,59, ,0.0,2009,8,31,54.497276281177406
923,2,2009-08-02,79,58,69.0,52,59, ,0.0,2009,8,31,54.63909044432471
924,1,2009-08-03,84,67,76.0,60,66, ,0.07,2009,8,32,57.63777364205565
925,2,2009-08-03,86,68,77.0,61,66,RA,0.06,2009,8,32,57.7714589924489
926,1,2009-08-04,85,67,76.0,61,67,BR,0.0,2009,8,32,59.72319979400966
927,2,2009-08-04,86,69,78.0,63,68,BR HZ,0.0,2009,8,32,59.98153661250495
928,1,2009-08-05,79,61,70.0,54,61, ,0.0,2009,8,32,56.82433111207962
929,2,2009-08-05,79,66,73.0,56,63, ,0.0,2009,8,32,55.200930061577466
930,1,2009-08-06,82,60,71.0,51,60, ,0.0,2009,8,32,49.18153603952177
931,2,2009-08-06,81,62,72.0,51,60, ,0.0,2009,8,32,47.54105029425511
932,1,2009-08-07,74,64,69.0,59,63,RA BR,0.33,2009,8,32,70.4552272678883
933,2,2009-08-07,74,67,71.0,59,63,RA BR,0.23,2009,8,32,65.80525853476206
934,1,2009-08-08,89,68,79.0,70,73,RA BR,0.02,2009,8,32,73.96706755032609
935,2,2009-08-08,89,69,79.0,70,73,TSRA RA BR,0.08,2009,8,32,73.96706755032609
936,1,2009-08-09,91,77,84.0,71,74, ,0.18,2009,8,32,65.03611993661221
937,2,2009-08-09,92,77,85.0,72,75, ,0.02,2009,8,32,65.15155430304023
938,1,2009-08-10,85,70,78.0,65,69, ,0.0,2009,8,33,64.33267984899061
939,2,2009-08-10,86,71,79.0,66,70, ,0.0,2009,8,33,64.45122207118804
940,1,2009-08-11,82,62,72.0,61,66, ,0.0,2009,8,33,68.30702534158651
941,2,2009-08-11,81,65,73.0,62,66, ,0.0,2009,8,33,68.41691426823859
942,1,2009-08-12,83,60,72.0,55,62, ,0.0,2009,8,33,55.06127932824511
943,2,2009-08-12,82,63,73.0,56,63, ,0.0,2009,8,33,55.200930061577466
944,1,2009-08-13,86,60,73.0,55,63, ,0.0,2009,8,33,53.23220547500601
945,2,2009-08-13,86,63,75.0,55,63, ,0.0,2009,8,33,49.775277119899386
946,1,2009-08-14,88,63,76.0,59,66, ,0.0,2009,8,33,55.61666948175095
947,2,2009-08-14,88,67,78.0,59,66, ,0.0,2009,8,33,52.04812676685039
948,1,2009-08-15,89,67,78.0,61,67, ,0.0,2009,8,33,55.89116901040809
949,2,2009-08-15,89,70,80.0,61,68, ,0.0,2009,8,33,52.333551547067955
950,1,2009-08-16,88,70,79.0,67,70,TSRA,0.63,2009,8,33,66.72333408930567
951,2,2009-08-16,90,71,81.0,68,71,TSRA RA,0.27,2009,8,33,64.68673636674298
952,1,2009-08-17,83,70,77.0,68,70,TSRA RA BR,0.33,2009,8,34,73.78055835142726
953,2,2009-08-17,83,71,77.0,68,71,RA BR,0.59,2009,8,34,73.78055835142726
954,1,2009-08-18,83,65,74.0,59,65, ,0.0,2009,8,34,59.462710501950724
955,2,2009-08-18,84,66,75.0,61,66, ,0.0,2009,8,34,61.74940279437605
956,1,2009-08-19,83,59,71.0,60,65,RA,0.35,2009,8,34,68.19661499378506
957,2,2009-08-19,81,64,73.0,62,66,TSRA BR,0.61,2009,8,34,68.41691426823859
958,1,2009-08-20,78,64,71.0,61,65,RA,0.07,2009,8,34,70.66407678830186
959,2,2009-08-20,79,64,72.0,61,65,RA BR,0.12,2009,8,34,68.30702534158651
960,1,2009-08-21,73,59,66.0,58,61,RA,0.16,2009,8,34,75.38657818859312
961,2,2009-08-21,74,59,67.0,58,61,RA,0.05,2009,8,34,72.81945901439525
962,1,2009-08-22,68,57,63.0,52,56, ,0.0,2009,8,34,67.29421903239448
963,2,2009-08-22,69,58,64.0,52,57, ,0.0,2009,8,34,64.97381909913064
964,1,2009-08-23,74,56,65.0,53,58, ,0.0,2009,8,34,65.0942414787659
965,2,2009-08-23,73,58,66.0,55,59, ,0.0,2009,8,34,67.63664253243361
966,1,2009-08-24,79,54,67.0,56,61, ,0.0,2009,8,35,67.74970265494606
967,2,2009-08-24,79,57,68.0,57,62, ,0.0,2009,8,35,67.862227088827
968,1,2009-08-25,83,59,71.0,61,65, ,0.0,2009,8,35,70.66407678830186
969,2,2009-08-25,82,61,72.0,61,65, ,0.0,2009,8,35,68.30702534158651
970,1,2009-08-26,73,62,68.0,62,64,RA BR,0.93,2009,8,35,81.12250369204163
971,2,2009-08-26,72,64,68.0,64,65,RA BR,0.54,2009,8,35,87.03324063521453
972,1,2009-08-27,67,61,64.0,60,61,RA BR,0.95,2009,8,35,86.82611571888482
973,2,2009-08-27,67,62,65.0,61,63,RA BR,1.19,2009,8,35,86.87834727482601
974,1,2009-08-28,68,60,64.0,61,62,RA BR,0.22,2009,8,35,89.96762242449134
975,2,2009-08-28,71,61,66.0,61,63,RA BR,0.28,2009,8,35,83.90756465974071
976,1,2009-08-29,69,56,63.0,51,56,RA DZ BR,0.02,2009,8,35,64.85284088269587
977,2,2009-08-29,69,56,63.0,52,57,DZ,0.01,2009,8,35,67.29421903239448
978,1,2009-08-30,66,51,59.0,47,52, ,0.0,2009,8,35,64.36331357961544
979,2,2009-08-30,66,51,59.0,47,53, ,0.005,2009,8,35,64.36331357961544
980,1,2009-08-31,68,49,59.0,44,52, ,0.0,2009,8,36,57.43867004398214
981,2,2009-08-31,67,49,58.0,44,52, ,0.0,2009,8,36,59.53513888738432
982,1,2009-09-01,72,47,60.0,47,53, ,0.0,2009,9,36,62.10637420415283
983,2,2009-09-01,71,50,61.0,49,55, ,0.0,2009,9,36,64.60920574472077
984,1,2009-09-02,73,50,62.0,50,56, ,0.0,2009,9,36,64.73130403319603
